"","client_nr","yearmonth","total_nr_trx","nr_debit_trx","volume_debit_trx","nr_credit_trx","volume_credit_trx","min_balance","max_balance","CRG"
"1141",36,"201509",134,64,20625745,70,21571837,0,9111919,"1"
"1142",36,"201510",128,60,10813481,68,10044339,3440511,10087645,"1"
"1143",36,"201511",145,73,14955058,72,12169432,1641285,5845151,"1"
"1144",36,"201512",143,71,19487304,72,16409287,547033,6553141,"1"
"1145",36,"201601",127,61,10649137,66,12544847,411650,10101604,"1"
"1146",36,"201602",110,49,8180478,61,9203107,378929,8217760,"1"
"1147",36,"201603",126,54,11243853,72,10233546,1083884,6714091,"1"
"1148",36,"201604",125,55,9096437,70,8720632,1744538,10008485,"1"
"1149",36,"201605",112,44,9795196,68,9681766,1989382,5751659,"1"
"1150",36,"201606",83,43,7596165,40,10007001,2889547,6208730,"1"
"1151",36,"201607",94,52,8500232,42,9806175,3236091,10013065,"1"
"1152",36,"201608",89,44,9836746,45,8756369,2539239,8075759,"1"
"1153",37,"201401",262,97,22447399,165,20694502,-542143,28425160,"3"
"1154",37,"201402",211,82,9846391,129,8337959,1182714,4078095,"3"
"1155",37,"201403",225,94,10610109,131,12542697,571854,3094867,"3"
"1156",37,"201404",242,93,20721351,149,17871518,348400,26425160,"3"
"1157",37,"201405",247,95,15117615,152,14020837,-10278,4632067,"3"
"1158",37,"201406",243,86,20216835,157,25783862,543443,28425160,"3"
"1159",37,"201407",273,105,37526624,168,39551224,150866,35425160,"3"
"1160",37,"201408",246,87,13299762,159,15486810,1545598,35425160,"3"
"1161",37,"201409",226,93,12322929,133,10901648,1389238,4134751,"3"
"1162",37,"201410",249,94,23818336,155,19653848,1201496,33925160,"3"
"1163",37,"201411",223,96,15993735,127,15103048,1022749,28425160,"3"
"1164",37,"201412",260,94,13500243,166,17397463,1241121,31425160,"3"
"1165",37,"201501",233,86,20463144,147,17510328,334788,32925160,"3"
"1166",37,"201502",216,81,8372980,135,10160317,822600,3816363,"3"
"1167",37,"201503",235,88,13923925,147,14932785,676656,29425160,"3"
"1168",37,"201504",231,88,26141706,143,23702275,892970,33425160,"3"
"1169",37,"201505",219,80,10245270,139,12792567,191038,6539764,"3"
"1170",37,"201506",254,84,15125017,170,17984739,-12013,31925160,"3"
"1171",37,"201507",289,104,29587132,185,32107107,299852,39925160,"3"
"1172",37,"201508",242,83,12229153,159,13028693,267343,6035284,"3"
"1173",37,"201509",218,82,15804527,136,15376081,588808,35425160,"3"
"1174",37,"201510",221,77,18719829,144,18462745,1172734,37425160,"3"
"1175",37,"201511",222,88,46501024,134,28674798,1703770,19526870,"3"
"1176",37,"201512",237,86,11699304,151,14632494,1417125,6343260,"3"
"1177",37,"201601",227,87,22915564,140,18722787,1391949,20425160,"3"
"1178",37,"201602",238,100,10210231,138,10725384,863164,17572814,"3"
"1179",37,"201603",221,88,12064106,133,11888676,1185764,17646641,"3"
"1180",37,"201604",213,82,15042068,131,15627152,894044,19720468,"3"
"1181",37,"201605",238,88,13470537,150,16007584,889976,19794295,"3"
"1182",37,"201606",265,97,20270095,168,24191568,448185,26368122,"3"
"1183",37,"201607",271,100,22477174,171,24808146,12344,24441949,"3"
"1184",37,"201608",262,96,12150591,166,12795952,1826687,22015776,"3"
"1185",38,"201401",181,117,20816810,64,22501385,-41373,43157079,"1"
"1186",38,"201402",167,118,24562938,49,9009729,-420,37451382,"1"
"1187",38,"201403",187,134,17393034,53,16878349,-420,20687806,"1"
"1188",38,"201404",183,128,17759288,55,16469387,-1717,43273710,"1"
"1189",38,"201405",200,137,15526634,63,17179350,-3867,25217677,"1"
"1190",38,"201406",201,125,18788411,76,24132903,-24377,26857930,"1"
"1191",38,"201407",243,155,22694138,88,23450771,-22103,43391955,"1"
"1192",38,"201408",218,155,31247329,63,14863488,-4433,33205725,"1"
"1193",38,"201409",200,137,21649369,63,16756343,-4433,15207723,"1"
"1194",38,"201410",231,158,15774076,73,20337520,-5813,43500998,"1"
"1195",38,"201411",188,117,15546708,71,16198691,-6203,19975797,"1"
"1196",38,"201412",216,130,14805937,86,31472531,-6383,30242015,"1"
"1197",38,"201501",219,145,22748841,74,19237217,-27985,43593978,"1"
"1198",38,"201502",183,126,22610311,57,9272078,169743,28751263,"1"
"1199",38,"201503",204,137,19376290,67,15082360,-18060,15713671,"1"
"1200",38,"201504",212,136,14978350,76,19922767,-1182,43674382,"1"
"1201",38,"201505",185,114,12274517,71,17546623,-41182,23855629,"1"
"1202",38,"201506",216,134,16218018,82,23650888,-1812,27470463,"1"
"1203",38,"201507",259,179,21403634,80,21093925,-3366,43755829,"1"
"1204",38,"201508",212,137,27666537,75,16663373,-3606,31925592,"1"
"1205",38,"201509",213,145,19398718,68,16198243,-3846,16437617,"1"
"1206",38,"201510",228,154,16016861,74,19369192,-5195,43827406,"1"
"1207",38,"201511",196,124,14743955,72,17074358,-5195,22058680,"1"
"1208",38,"201512",212,133,13873623,79,27367446,-7435,29879759,"1"
"1209",38,"201601",206,132,20764286,74,16543056,-1671,43888054,"1"
"1210",38,"201602",195,134,24129776,61,12597873,-1791,27202509,"1"
"1211",38,"201603",198,131,16961249,67,13714549,-1791,12457337,"1"
"1212",38,"201604",194,132,13589608,62,16500048,-5340,43926126,"1"
"1213",38,"201605",170,106,11921352,64,18322613,6480,21702094,"1"
"1214",38,"201606",189,116,18188219,73,19810709,-13520,19802391,"1"
"1215",38,"201607",240,146,36209865,94,38950990,-5479,43946229,"1"
"1216",38,"201608",244,162,26653076,82,16801769,-5479,27526315,"1"
"1217",39,"201401",320,117,9534690,203,9942335,-5143218,1025407,"2"
"1218",39,"201402",274,78,9188145,196,8974425,-4730214,1076975,"2"
"1219",39,"201403",303,95,10714467,208,12092453,-4344939,1882064,"2"
"1220",39,"201404",290,103,16630593,187,15431765,-5078656,2570758,"2"
"1221",39,"201405",323,103,10735219,220,11208739,-3949498,1535609,"2"
"1222",39,"201406",274,103,9525238,171,10073338,-4230389,1792211,"2"
"1223",39,"201407",309,110,10816714,199,10239358,-3321206,1455398,"2"
"1224",39,"201408",313,92,11838847,221,13365004,-3801562,1676517,"2"
"1225",39,"201409",319,95,12698089,224,10781496,-4563614,2412920,"2"
"1226",39,"201410",296,82,10985560,214,9020536,-4694487,1438577,"2"
"1227",39,"201411",274,73,9128295,201,9785246,-4686698,876627,"2"
"1228",39,"201412",297,84,10374970,213,11534140,-4498453,1594931,"2"
"1229",39,"201501",296,80,10113287,216,8719916,-4763405,1607039,"2"
"1230",39,"201502",286,103,9186810,183,8256238,-5459603,858437,"2"
"1231",39,"201503",328,92,8675961,236,12914047,-5432054,2055051,"2"
"1232",39,"201504",308,90,16060021,218,16372627,-3039890,3054729,"2"
"1233",39,"201505",272,74,14078287,198,11450403,-6611249,2856426,"2"
"1234",39,"201506",298,87,13428561,211,12355012,-6971858,2267020,"2"
"1235",39,"201507",300,85,12324438,215,12756016,-6303245,2123567,"2"
"1236",39,"201508",299,68,13415442,231,13618300,-6658425,1850178,"2"
"1237",39,"201509",279,78,10499263,201,10136301,-6559048,2435794,"2"
"1238",39,"201510",282,87,13777230,195,11288295,-8202794,2112209,"2"
"1239",39,"201511",301,74,9641267,227,9564560,-7850176,1938137,"2"
"1240",39,"201512",293,74,9315767,219,11693186,-7900567,2581116,"2"
"1241",39,"201601",254,76,10320044,178,8793508,-7521759,1759432,"2"
"1242",39,"201602",302,83,11886786,219,11455015,-7189423,1735860,"2"
"1243",39,"201603",309,81,10617129,228,13980792,-7217704,2333598,"2"
"1244",39,"201604",322,81,17164129,241,15714009,-5989102,2608382,"2"
"1245",39,"201605",313,76,11527685,237,13683095,-5302689,1939397,"2"
"1246",39,"201606",282,68,11649836,214,12197393,-4902410,2259916,"2"
"1247",39,"201607",313,76,13691824,237,13522100,-4031803,2191856,"2"
"1248",39,"201608",311,79,11768070,232,13088289,-3175878,2115545,"2"
"1249",40,"201401",80,45,1889219,35,2201063,-10457647,581979,"3"
"1250",40,"201402",75,45,2084662,30,1839405,-10218573,731492,"3"
"1251",40,"201403",82,51,1920601,31,1874907,-10167516,392559,"3"
"1252",40,"201404",96,62,2699440,34,2494415,-10113124,346293,"3"
"1253",40,"201405",89,51,2231421,38,2569069,-10072210,725019,"3"
"1254",40,"201406",84,52,2291358,32,2333600,-10018424,558868,"3"
"1255",40,"201407",88,48,2399998,40,3543620,-10211156,864707,"3"
"1256",40,"201408",87,54,2430223,33,2913355,-9305356,945691,"3"
"1257",40,"201409",103,65,3439824,38,3312206,-9218387,1289401,"3"
"1258",40,"201410",86,52,2563165,34,2402313,-9315734,885992,"3"
"1259",40,"201411",84,50,2577409,34,2323441,-9773088,1536241,"3"
"1260",40,"201412",90,57,3091866,33,3104365,-9707617,1414363,"3"
"1261",40,"201501",89,53,2548190,36,2433602,-9921697,1376785,"3"
"1262",40,"201502",71,42,1989901,29,2034494,-9655943,1193703,"3"
"1263",40,"201503",90,53,2382349,37,2051564,-9585335,1117730,"3"
"1264",40,"201504",97,63,2820875,34,2936493,-9743154,909719,"3"
"1265",40,"201505",76,44,2045963,32,2121454,-9488735,994052,"3"
"1266",40,"201506",101,66,2980805,35,2962159,-9441850,877938,"3"
"1267",40,"201507",86,47,2503508,39,2451911,-9637329,821006,"3"
"1268",40,"201508",103,69,3647546,34,3497523,-9340042,779272,"3"
"1269",40,"201509",99,55,3512940,44,3643753,-9307462,505766,"3"
"1270",40,"201510",87,54,2453312,33,2430884,-9489137,300151,"3"
"1271",40,"201511",79,46,2263861,33,2373356,-9181736,106608,"3"
"1272",40,"201512",98,58,2421888,40,2541371,-9186169,158090,"3"
"1273",40,"201601",84,50,3229718,34,2950556,-9257983,300538,"3"
"1274",40,"201602",92,57,2558526,35,2927904,-9083454,534674,"3"
"1275",40,"201603",93,59,2610448,34,2460317,-9051025,388811,"3"
"1276",40,"201604",72,51,2613228,21,3178843,-9137616,762701,"3"
"1277",40,"201605",91,54,2288785,37,3804951,-9075539,644831,"3"
"1278",40,"201606",97,64,2756999,33,3661496,-7836621,437949,"3"
"1279",40,"201607",78,45,2149038,33,2321159,-6445981,578086,"3"
"1280",40,"201608",94,61,2829304,33,2655748,-6071524,422442,"3"
"1281",41,"201401",239,130,81671488,109,82241624,-76855386,-250747,"3"
"1282",41,"201402",256,153,6192988,103,5352377,-5732924,-333312,"3"
"1283",41,"201403",303,183,7712649,120,7518159,-5743630,-724465,"3"
"1284",41,"201404",279,171,6424481,108,6578601,-5731922,-1669655,"3"
"1285",41,"201405",309,198,9135553,111,8962151,-5737661,-1653059,"3"
"1286",41,"201406",302,190,8396458,112,8684094,-5658212,-1599456,"3"
"1287",41,"201407",286,162,7605391,124,7324002,-5753549,-1504842,"3"
"1288",41,"201408",274,167,6713739,107,8018873,-5733758,-445864,"3"
"1289",41,"201409",322,206,9254682,116,7751221,-5722483,-1096020,"3"
"1290",41,"201410",291,181,8678842,110,8673499,-5779169,-1713134,"3"
"1291",41,"201411",289,187,6647708,102,6592066,-5744411,-1991462,"3"
"1292",41,"201412",347,216,10532336,131,10596361,-5736441,-1057304,"3"
"1293",41,"201501",220,123,4884648,97,5032564,-5847308,-1522480,"3"
"1294",41,"201502",245,140,4987501,105,5825185,-5667953,-1472191,"3"
"1295",41,"201503",298,177,12365386,121,11490147,-5605453,0,"3"
"1296",41,"201504",296,184,7580789,112,8507884,-5643964,-1713384,"3"
"1297",41,"201505",314,207,7683669,107,7324855,-5513173,-1771426,"3"
"1298",41,"201506",328,205,10788315,123,10146723,-5705336,-812256,"3"
"1299",41,"201507",274,158,6755992,116,8158116,-5750791,-1406381,"3"
"1300",41,"201508",280,165,6485508,115,7575891,-5143790,-840497,"3"
"1301",41,"201509",332,212,10153296,120,7722073,-5681285,-655954,"3"
"1302",41,"201510",272,160,7738106,112,7915140,-5694786,-1408351,"3"
"1303",41,"201511",322,214,5826041,108,6504059,-5714877,-1604154,"3"
"1304",41,"201512",324,205,9461156,119,8595133,-5738731,-770051,"3"
"1305",41,"201601",176,83,3612265,93,5172828,-5693972,-1096743,"3"
"1306",41,"201602",212,97,4541833,115,6851263,-5220111,207018,"3"
"1307",41,"201603",235,147,8663856,88,5991670,-5651943,556807,"3"
"1308",41,"201604",210,123,7459499,87,6876779,-5797033,-48537,"3"
"1309",41,"201605",227,150,7917597,77,9287838,-5531193,0,"3"
"1310",41,"201606",237,153,7844188,84,7640312,-5648766,-1228546,"3"
"1311",41,"201607",172,87,6822189,85,8995138,-5479367,0,"3"
"1312",41,"201608",210,121,5918483,89,6144090,-4860845,-3119023,"3"
"1313",42,"201401",87,67,6059505,20,6591003,-9535940,30426,"NULL"
"1314",42,"201402",126,87,7834045,39,10417543,-7212593,29466,"NULL"
"1315",42,"201403",117,86,10397331,31,10400965,-8335253,28957,"NULL"
"1316",42,"201404",120,87,12560926,33,8874216,-8083968,28377,"NULL"
"1317",42,"201405",63,26,8046417,37,16347504,-9350250,3908424,"NULL"
"1318",42,"201406",21,11,1431440,10,1731615,26842,703113,"NULL"
"1319",42,"201407",30,14,2990486,16,2471963,-46004,975491,"NULL"
"1320",42,"201408",6,4,656483,2,641630,19050,675016,"NULL"
"1321",42,"201409",11,5,2477079,6,2499395,21875,1033315,"NULL"
"1322",42,"201410",6,5,504992,1,546800,23638,584772,"NULL"
"1323",42,"201411",20,8,7812053,12,7800775,1007,3164507,"NULL"
"1324",42,"201412",17,8,4482395,9,4422240,14365,1894011,"NULL"
"1325",42,"201501",14,7,2463704,7,2846700,-1550,1602939,"NULL"
"1326",42,"201502",13,7,1872927,6,1489586,9416,842536,"NULL"
"1327",42,"201503",12,6,1426027,6,1493973,6931,1163176,"NULL"
"1328",42,"201504",13,8,588774,5,1373225,10471,869771,"NULL"
"1329",42,"201505",8,5,2802280,3,1985800,18691,1255571,"NULL"
"1330",42,"201506",9,6,1041723,3,1011750,18132,865608,"NULL"
"1331",42,"201507",6,5,74663,1,70283,16993,93143,"NULL"
"1332",42,"201508",11,4,681153,7,669781,10398,450203,"NULL"
"1333",42,"201509",7,3,352293,4,355753,14417,366151,"NULL"
"1334",42,"201510",13,8,2316026,5,2706462,13228,848690,"NULL"
"1335",42,"201511",10,5,1209571,5,832507,14161,721924,"NULL"
"1336",42,"201512",15,6,2782255,9,2761539,9338,1111034,"NULL"
"1337",42,"201601",9,6,335236,3,334247,7199,191446,"NULL"
"1338",42,"201602",12,5,1671216,7,1952296,11750,954510,"NULL"
"1339",42,"201603",11,5,1097309,6,1591626,11191,786157,"NULL"
"1340",42,"201604",6,4,1042484,2,274955,10611,784653,"NULL"
"1341",42,"201605",9,5,874461,4,1248000,9493,893082,"NULL"
"1342",42,"201606",12,5,2920524,7,2903737,8926,1513865,"NULL"
"1343",42,"201607",17,10,3024317,7,2838857,7787,1457881,"NULL"
"1344",42,"201608",15,7,2339558,8,2167475,7220,1302433,"NULL"
"1345",43,"201401",103,50,11692430,53,15131722,3361,73500000,"1"
"1346",43,"201402",104,47,13888637,57,14943658,-980832,5757872,"1"
"1347",43,"201403",96,46,10950547,50,10500050,9877,7349911,"1"
"1348",43,"201404",103,58,11758023,45,9633400,7796,6981725,"1"
"1349",43,"201405",76,33,9896424,43,10390494,6639,72500000,"1"
"1350",43,"201406",93,49,10731304,44,9377271,5435,4014054,"1"
"1351",43,"201407",100,49,9943329,51,9990936,3354,4164124,"1"
"1352",43,"201408",76,33,6419294,43,7741775,2197,6210749,"1"
"1353",43,"201409",96,46,13596783,50,12772543,1048,6134267,"1"
"1354",43,"201410",111,47,13031213,64,15395360,-1033,6159554,"1"
"1355",43,"201411",100,51,9532092,49,11021391,7810,5956996,"1"
"1356",43,"201412",117,62,16055694,55,15817645,6638,74500000,"1"
"1357",43,"201501",93,39,10113734,54,10060266,4494,75417989,"1"
"1358",43,"201502",111,50,16836621,61,22127134,4494,77500000,"1"
"1359",43,"201503",102,48,13147993,54,15916903,11993,79500000,"1"
"1360",43,"201504",110,60,45616218,50,27960846,10827,64600000,"1"
"1361",43,"201505",85,40,8664259,45,9284735,59722,4759357,"1"
"1362",43,"201506",107,53,11447047,54,9275923,12940,64690000,"1"
"1363",43,"201507",92,39,10608029,53,12465843,84810,6870126,"1"
"1364",43,"201508",93,47,8681107,46,8838584,141970,6410310,"1"
"1365",43,"201509",88,35,16120763,53,21279808,200467,68000000,"1"
"1366",43,"201510",118,59,41539963,59,30543137,59254,60200000,"1"
"1367",43,"201511",90,42,10536655,48,8290826,132227,5424353,"1"
"1368",43,"201512",128,66,12085551,62,18231416,92648,8219791,"1"
"1369",43,"201601",108,49,15242074,59,14286952,45393,63500000,"1"
"1370",43,"201602",115,56,11849764,59,13314430,141757,6126086,"1"
"1371",43,"201603",109,51,13954109,58,17565794,75410,65700000,"1"
"1372",43,"201604",98,42,19257291,56,21258489,70383,68800000,"1"
"1373",43,"201605",111,49,11286864,62,11379181,165149,6679380,"1"
"1374",43,"201606",119,61,9829452,58,12414846,261302,7353981,"1"
"1375",43,"201607",92,42,12376988,50,10428019,318867,9409975,"1"
"1376",43,"201608",97,42,8930464,55,10180400,453962,6439170,"1"
"1377",44,"201401",77,30,4228973,47,4323657,-12498892,-11120553,"7"
"1378",44,"201402",94,52,4564835,42,4399836,-12290971,-11188522,"7"
"1379",44,"201403",111,53,5472015,58,5428193,-12476328,-10160587,"7"
"1380",44,"201404",89,42,5660349,47,5484820,-12499017,-11138659,"7"
"1381",44,"201405",99,45,3621222,54,4307928,-12497404,-11637925,"7"
"1382",44,"201406",107,55,5954336,52,5266777,-12560872,-11586291,"7"
"1383",44,"201407",94,51,5033432,43,5386048,-12679737,-11206833,"7"
"1384",44,"201408",83,43,5390197,40,5729693,-12497050,-10848859,"7"
"1385",44,"201409",100,44,6661513,56,5998701,-12499996,-11202679,"7"
"1386",44,"201410",88,38,4485151,50,4965353,-12668945,-11443648,"7"
"1387",44,"201411",89,45,3897136,44,3649418,-12497972,-11594064,"7"
"1388",44,"201412",117,63,6584137,54,6317813,-12757298,-11373624,"7"
"1389",44,"201501",77,35,3113175,42,3402473,-12572097,-11489827,"7"
"1390",44,"201502",79,36,3165122,43,3038704,-12489741,-11776081,"7"
"1391",44,"201503",94,39,5363319,55,5227149,-12499397,-11550516,"7"
"1392",44,"201504",89,47,5118952,42,5160454,-12638641,-11512184,"7"
"1393",44,"201505",78,34,3428366,44,3600856,-12497553,-11610601,"7"
"1394",44,"201506",104,47,4983916,57,4768218,-12498855,-11386997,"7"
"1395",44,"201507",104,51,4629637,53,4674050,-12675016,-11623894,"7"
"1396",44,"201508",96,46,5298447,50,6371237,-12494667,-10271782,"7"
"1397",44,"201509",94,50,6018248,44,4898473,-12483663,-10917048,"7"
"1398",44,"201510",93,44,4833273,49,5046051,-12607265,-10713312,"7"
"1399",44,"201511",95,48,5314059,47,5823724,-12005622,-9939222,"7"
"1400",44,"201512",80,34,4354469,46,6114045,-11675741,-8163704,"7"
"1401",44,"201601",56,22,2313347,34,3798499,-9700471,-7025661,"7"
"1402",44,"201602",55,17,836629,38,2661922,-8319850,-6300030,"7"
"1403",44,"201603",29,2,11519,27,1930032,-6666337,-4751129,"7"
"1404",44,"201604",3,2,2540886,1,2328743,-7303534,0,"7"
"1405",44,"201605",2,2,3938,0,0,-7307472,-7305962,"7"
"1406",44,"201606",1,1,1510,0,0,-7308982,-7308982,"7"
"1407",44,"201607",2,2,204033,0,0,-7513015,-7511513,"7"
"1408",44,"201608",2,1,1510,1,30250,-7484275,-7482765,"7"
"1409",45,"201401",114,64,14776980,50,18198257,496634,26292055,"NULL"
"1410",45,"201402",113,66,12529293,47,12704962,567939,7012550,"NULL"
"1411",45,"201403",120,64,13276479,56,15018346,307075,28292055,"NULL"
"1412",45,"201404",105,65,24072401,40,23232147,411755,30692055,"NULL"
"1413",45,"201405",117,65,11545759,52,12362968,491246,7377172,"NULL"
"1414",45,"201406",110,60,15043902,50,17277585,80580,32192055,"NULL"
"1415",45,"201407",121,67,13082881,54,13973574,230518,34192055,"NULL"
"1416",45,"201408",129,86,12883958,43,11551286,256524,33192055,"NULL"
"1417",45,"201409",126,73,16938101,53,14556547,322310,32192055,"NULL"
"1418",45,"201410",131,80,12806813,51,15887114,196244,33192055,"NULL"
"1419",45,"201411",103,61,12444881,42,11192805,181029,7916582,"NULL"
"1420",45,"201412",136,80,13161729,56,14711474,229529,34192055,"NULL"
"1421",45,"201501",117,66,14467471,51,15118596,602721,33628555,"NULL"
"1422",45,"201502",113,65,13209802,48,12641774,544619,35628555,"NULL"
"1423",45,"201503",121,71,10925825,50,13720250,683809,6093941,"NULL"
"1424",45,"201504",122,71,15189451,51,15667447,420775,37628555,"NULL"
"1425",45,"201505",117,69,12301994,48,12107670,563155,5314383,"NULL"
"1426",45,"201506",119,71,13090174,48,14365310,293232,6921966,"NULL"
"1427",45,"201507",112,65,9810772,47,13671009,202455,7618592,"NULL"
"1428",45,"201508",97,55,10220785,42,14214681,148716,42128555,"NULL"
"1429",45,"201509",99,53,7806015,46,14628296,269065,45128555,"NULL"
"1430",45,"201510",116,69,12956463,47,12313992,229985,13690299,"NULL"
"1431",45,"201511",124,78,20640816,46,15827337,152515,14909727,"NULL"
"1432",45,"201512",118,65,22126708,53,17467956,170338,44128555,"NULL"
"1433",45,"201601",130,80,12970509,50,14724423,663148,8602185,"NULL"
"1434",45,"201602",120,74,12672099,46,13891713,162733,7915944,"NULL"
"1435",45,"201603",129,74,12445356,55,15674278,809115,8853365,"NULL"
"1436",45,"201604",136,82,14109364,54,15636165,171152,45628555,"NULL"
"1437",45,"201605",129,80,18248336,49,12901538,961404,7996543,"NULL"
"1438",45,"201606",129,76,13004268,53,15872921,709997,7848091,"NULL"
"1439",45,"201607",116,69,12839974,47,12737665,638855,9363615,"NULL"
"1440",45,"201608",123,73,13393706,50,13483568,771899,9774776,"NULL"
"1441",46,"201401",241,122,12709984,119,15373497,-1537839,21619016,"1"
"1442",46,"201402",256,121,47404798,135,35637339,-2787056,20019016,"1"
"1443",46,"201403",243,107,29429873,136,23269041,-2695338,11559016,"1"
"1444",46,"201404",203,81,22053404,122,23700643,-3404963,6544106,"1"
"1445",46,"201405",231,97,10140575,134,17493417,-2178405,6390293,"1"
"1446",46,"201406",236,106,21257054,130,26082007,45238,15944106,"1"
"1447",46,"201407",268,99,23718932,169,25185327,-856858,15964517,"1"
"1448",46,"201408",272,82,29148185,190,36678837,-1650995,27764517,"1"
"1449",46,"201409",256,106,27450106,150,22280005,-3104379,24764517,"1"
"1450",46,"201410",270,122,27452583,148,20510795,-2004386,22304158,"1"
"1451",46,"201411",215,99,17605006,116,17486289,-1974089,17014158,"1"
"1452",46,"201412",243,93,24247282,150,21501005,-3329220,12864158,"1"
"1453",46,"201501",265,119,17303343,146,16499396,-556360,12591673,"1"
"1454",46,"201502",220,97,16313300,123,16452675,-2099196,2874194,"1"
"1455",46,"201503",249,107,28830193,142,23970866,-2929928,10091673,"1"
"1456",46,"201504",253,110,27864888,143,25465618,-3323040,7927733,"1"
"1457",46,"201505",207,90,14765964,117,18625458,-1528005,4183662,"1"
"1458",46,"201506",246,112,14515568,134,16888625,143266,4821064,"1"
"1459",46,"201507",265,103,24790000,162,25969791,-1103990,13336189,"1"
"1460",46,"201508",259,90,24729793,169,42863862,-2898504,33094394,"1"
"1461",46,"201509",223,84,13569812,139,15848855,-1036213,4321091,"1"
"1462",46,"201510",254,107,30225653,147,22701422,-2725538,31617360,"1"
"1463",46,"201511",269,99,22676958,170,21448760,-811421,27217360,"1"
"1464",46,"201512",274,107,17217605,167,21728276,-3638894,27717360,"1"
"1465",46,"201601",273,111,32700872,162,35229151,-2145345,33845027,"1"
"1466",46,"201602",260,106,24153117,154,21472679,-2712444,31245027,"1"
"1467",46,"201603",213,80,71661218,133,43728238,-4281240,26124017,"1"
"1468",46,"201604",219,88,24972065,131,22710111,-2976674,3391746,"1"
"1469",46,"201605",243,95,17658092,148,21565880,-2798528,3680886,"1"
"1470",46,"201606",254,111,15170019,143,13848528,-2155304,4665682,"1"
"1471",46,"201607",274,92,20711562,182,21177050,-1782494,4185000,"1"
"1472",46,"201608",283,89,20657691,194,22273849,-3355662,7100846,"1"
"1473",47,"201401",82,34,3845616,48,4088206,-12997306,-3653,"1"
"1474",47,"201402",86,40,4198461,46,4544365,-12522232,-5893,"1"
"1475",47,"201403",109,57,5770566,52,5493552,-12520134,4107,"1"
"1476",47,"201404",96,46,5187144,50,5422723,-12151687,27407,"1"
"1477",47,"201405",94,43,4369456,51,5029291,-12298014,5074,"1"
"1478",47,"201406",100,52,6628813,48,5616481,-12379073,3925,"1"
"1479",47,"201407",115,62,5652165,53,6220878,-12179103,3529,"1"
"1480",47,"201408",106,53,4776285,53,4788167,-11790564,1223,"1"
"1481",47,"201409",100,47,5164267,53,4744093,-12382610,74,"1"
"1482",47,"201410",102,53,4746578,49,4773945,-12094336,-242,"1"
"1483",47,"201411",82,36,3136385,46,3304943,-12315481,1109,"1"
"1484",47,"201412",97,35,5181773,62,5391434,-12308728,-1220,"1"
"1485",47,"201501",82,30,3139982,52,3923435,-11836443,3236,"1"
"1486",47,"201502",92,47,3875897,45,4125780,-11676031,133646,"1"
"1487",47,"201503",75,26,4051086,49,4081935,-11591007,99948,"1"
"1488",47,"201504",88,44,4104655,44,4328003,-11764348,113031,"1"
"1489",47,"201505",91,51,3890304,40,4055098,-10753978,92907,"1"
"1490",47,"201506",126,70,5358767,56,5204365,-10746916,98846,"1"
"1491",47,"201507",116,61,5492838,55,5771744,-10910664,124010,"1"
"1492",47,"201508",99,56,4809420,43,6160618,-10495880,144090,"1"
"1493",47,"201509",91,37,4705735,54,5086283,-10454606,124171,"1"
"1494",47,"201510",74,24,6607103,50,6230934,-10634810,100885,"1"
"1495",47,"201511",59,11,4568763,48,4288488,-12251453,112364,"1"
"1496",47,"201512",104,51,6347752,53,5865797,-10245707,116642,"1"
"1497",47,"201601",84,41,3078789,43,3368096,-9988647,73650,"1"
"1498",47,"201602",95,50,4549601,45,4970337,-9994374,87334,"1"
"1499",47,"201603",78,34,3921911,44,4314263,-9996212,91612,"1"
"1500",47,"201604",81,34,4772646,47,4648258,-10134095,94285,"1"
"1501",47,"201605",99,46,5687317,53,5753937,-9750873,80247,"1"
"1502",47,"201606",78,33,4585315,45,4874911,-9745948,84526,"1"
"1503",47,"201607",107,48,6797774,59,7005498,-9952287,87505,"1"
"1504",47,"201608",88,32,4036657,56,8560390,-8826219,65705,"1"
"1505",48,"201401",180,119,12589477,61,7082860,1283707,14835012,"1"
"1506",48,"201402",206,144,10215551,62,6206765,1388918,7941793,"1"
"1507",48,"201403",217,156,10120687,61,10321617,1360024,4592671,"1"
"1508",48,"201404",212,144,10240936,68,10207981,1400580,6977768,"1"
"1509",48,"201405",139,75,4169460,64,9024932,1505555,9948178,"1"
"1510",48,"201406",116,56,3338395,60,9792129,1610786,15200268,"1"
"1511",48,"201407",159,95,12524318,64,10289171,0,17631377,"1"
"1512",48,"201408",213,149,10997566,64,6930393,1779026,12637920,"1"
"1513",48,"201409",237,172,10651173,65,9425045,1584257,8464490,"1"
"1514",48,"201410",182,113,10411321,69,11559658,1575152,12350803,"1"
"1515",48,"201411",129,74,4133409,55,7749295,1790601,12541713,"1"
"1516",48,"201412",150,81,4207428,69,6520622,1541086,15385909,"1"
"1517",48,"201501",162,104,10903791,58,6589840,1643975,16152250,"1"
"1518",48,"201502",173,122,7472509,51,5380318,1714679,10492999,"1"
"1519",48,"201503",240,175,11996732,65,9463824,1819455,8221223,"1"
"1520",48,"201504",187,126,8892781,61,11168546,1810247,9551062,"1"
"1521",48,"201505",120,63,4185069,57,8060844,1964824,11780201,"1"
"1522",48,"201506",123,57,3100733,66,8319276,1955616,17083399,"1"
"1523",48,"201507",153,87,13185233,66,12006470,0,20019524,"1"
