"","client_nr","yearmonth","credit_application","nr_credit_applications"
"9376",297,"201512",0,0
"9377",297,"201601",1,2
"9378",297,"201602",0,0
"9379",297,"201603",0,0
"9380",297,"201604",0,0
"9381",297,"201605",0,0
"9382",297,"201606",0,0
"9383",297,"201607",0,0
"9384",297,"201608",0,0
"9385",298,"201401",0,0
"9386",298,"201402",0,0
"9387",298,"201403",0,0
"9388",298,"201404",1,1
"9389",298,"201405",0,0
"9390",298,"201406",0,0
"9391",298,"201407",0,0
"9392",298,"201408",0,0
"9393",298,"201409",0,0
"9394",298,"201410",0,0
"9395",298,"201411",0,0
"9396",298,"201412",0,0
"9397",298,"201501",0,0
"9398",298,"201502",0,0
"9399",298,"201503",0,0
"9400",298,"201504",0,0
"9401",298,"201505",0,0
"9402",298,"201506",0,0
"9403",298,"201507",0,0
"9404",298,"201508",0,0
"9405",298,"201509",1,1
"9406",298,"201510",0,0
"9407",298,"201511",0,0
"9408",298,"201512",0,0
"9409",298,"201601",0,0
"9410",298,"201602",0,0
"9411",298,"201603",0,0
"9412",298,"201604",0,0
"9413",298,"201605",0,0
"9414",298,"201606",0,0
"9415",298,"201607",0,0
"9416",298,"201608",1,1
"9417",299,"201401",0,0
"9418",299,"201402",0,0
"9419",299,"201403",0,0
"9420",299,"201404",0,0
"9421",299,"201405",0,0
"9422",299,"201406",0,0
"9423",299,"201407",0,0
"9424",299,"201408",0,0
"9425",299,"201409",0,0
"9426",299,"201410",0,0
"9427",299,"201411",0,0
"9428",299,"201412",0,0
"9429",299,"201501",0,0
"9430",299,"201502",0,0
"9431",299,"201503",0,0
"9432",299,"201504",0,0
"9433",299,"201505",0,0
"9434",299,"201506",0,0
"9435",299,"201507",0,0
"9436",299,"201508",0,0
"9437",299,"201509",0,0
"9438",299,"201510",0,0
"9439",299,"201511",0,0
"9440",299,"201512",0,0
"9441",299,"201601",0,0
"9442",299,"201602",0,0
"9443",299,"201603",0,0
"9444",299,"201604",0,0
"9445",299,"201605",0,0
"9446",299,"201606",0,0
"9447",299,"201607",0,0
"9448",299,"201608",0,0
"9449",300,"201401",0,0
"9450",300,"201402",0,0
"9451",300,"201403",0,0
"9452",300,"201404",0,0
"9453",300,"201405",0,0
"9454",300,"201406",0,0
"9455",300,"201407",0,0
"9456",300,"201408",0,0
"9457",300,"201409",0,0
"9458",300,"201410",0,0
"9459",300,"201411",0,0
"9460",300,"201412",0,0
"9461",300,"201501",0,0
"9462",300,"201502",0,0
"9463",300,"201503",1,1
"9464",300,"201504",0,0
"9465",300,"201505",1,1
"9466",300,"201506",0,0
"9467",300,"201507",0,0
"9468",300,"201508",0,0
"9469",300,"201509",0,0
"9470",300,"201510",0,0
"9471",300,"201511",0,0
"9472",300,"201512",0,0
"9473",300,"201601",0,0
"9474",300,"201602",0,0
"9475",300,"201603",0,0
"9476",300,"201604",0,0
"9477",300,"201605",1,1
"9478",300,"201606",0,0
"9479",300,"201607",0,0
"9480",300,"201608",0,0
"9481",301,"201401",0,0
"9482",301,"201402",0,0
"9483",301,"201403",0,0
"9484",301,"201404",0,0
"9485",301,"201405",0,0
"9486",301,"201406",0,0
"9487",301,"201407",0,0
"9488",301,"201408",0,0
"9489",301,"201409",0,0
"9490",301,"201410",0,0
"9491",301,"201411",0,0
"9492",301,"201412",0,0
"9493",301,"201501",0,0
"9494",301,"201502",0,0
"9495",301,"201503",0,0
"9496",301,"201504",1,1
"9497",301,"201505",0,0
"9498",301,"201506",0,0
"9499",301,"201507",0,0
"9500",301,"201508",0,0
"9501",301,"201509",0,0
"9502",301,"201510",0,0
"9503",301,"201511",0,0
"9504",301,"201512",0,0
"9505",301,"201601",0,0
"9506",301,"201602",0,0
"9507",301,"201603",0,0
"9508",301,"201604",0,0
"9509",301,"201605",0,0
"9510",301,"201606",0,0
"9511",301,"201607",0,0
"9512",301,"201608",0,0
"9513",302,"201401",0,0
"9514",302,"201402",1,1
"9515",302,"201403",0,0
"9516",302,"201404",0,0
"9517",302,"201405",0,0
"9518",302,"201406",0,0
"9519",302,"201407",0,0
"9520",302,"201408",0,0
"9521",302,"201409",0,0
"9522",302,"201410",0,0
"9523",302,"201411",0,0
"9524",302,"201412",0,0
"9525",302,"201501",0,0
"9526",302,"201502",0,0
"9527",302,"201503",0,0
"9528",302,"201504",0,0
"9529",302,"201505",0,0
"9530",302,"201506",0,0
"9531",302,"201507",0,0
"9532",302,"201508",0,0
"9533",302,"201509",0,0
"9534",302,"201510",0,0
"9535",302,"201511",0,0
"9536",302,"201512",0,0
"9537",302,"201601",0,0
"9538",302,"201602",0,0
"9539",302,"201603",0,0
"9540",302,"201604",0,0
"9541",302,"201605",0,0
"9542",302,"201606",0,0
"9543",302,"201607",0,0
"9544",302,"201608",0,0
"9545",303,"201401",0,0
"9546",303,"201402",0,0
"9547",303,"201403",0,0
"9548",303,"201404",0,0
"9549",303,"201405",0,0
"9550",303,"201406",0,0
"9551",303,"201407",0,0
"9552",303,"201408",0,0
"9553",303,"201409",0,0
"9554",303,"201410",0,0
"9555",303,"201411",0,0
"9556",303,"201412",0,0
"9557",303,"201501",0,0
"9558",303,"201502",0,0
"9559",303,"201503",0,0
"9560",303,"201504",0,0
"9561",303,"201505",0,0
"9562",303,"201506",0,0
"9563",303,"201507",0,0
"9564",303,"201508",0,0
"9565",303,"201509",0,0
"9566",303,"201510",0,0
"9567",303,"201511",0,0
"9568",303,"201512",0,0
"9569",303,"201601",0,0
"9570",303,"201602",0,0
"9571",303,"201603",0,0
"9572",303,"201604",0,0
"9573",303,"201605",0,0
"9574",303,"201606",0,0
"9575",303,"201607",0,0
"9576",303,"201608",0,0
"9577",304,"201401",0,0
"9578",304,"201402",0,0
"9579",304,"201403",0,0
"9580",304,"201404",0,0
"9581",304,"201405",0,0
"9582",304,"201406",0,0
"9583",304,"201407",0,0
"9584",304,"201408",0,0
"9585",304,"201409",0,0
"9586",304,"201410",0,0
"9587",304,"201411",0,0
"9588",304,"201412",0,0
"9589",304,"201501",0,0
"9590",304,"201502",0,0
"9591",304,"201503",0,0
"9592",304,"201504",0,0
"9593",304,"201505",0,0
"9594",304,"201506",0,0
"9595",304,"201507",0,0
"9596",304,"201508",0,0
"9597",304,"201509",0,0
"9598",304,"201510",0,0
"9599",304,"201511",0,0
"9600",304,"201512",0,0
"9601",304,"201601",0,0
"9602",304,"201602",0,0
"9603",304,"201603",0,0
"9604",304,"201604",0,0
"9605",304,"201605",0,0
"9606",304,"201606",0,0
"9607",304,"201607",0,0
"9608",304,"201608",0,0
"9609",305,"201401",0,0
"9610",305,"201402",0,0
"9611",305,"201403",0,0
"9612",305,"201404",0,0
"9613",305,"201405",0,0
"9614",305,"201406",0,0
"9615",305,"201407",0,0
"9616",305,"201408",0,0
"9617",305,"201409",0,0
"9618",305,"201410",0,0
"9619",305,"201411",1,1
"9620",305,"201412",0,0
"9621",305,"201501",0,0
"9622",305,"201502",0,0
"9623",305,"201503",0,0
"9624",305,"201504",0,0
"9625",305,"201505",0,0
"9626",305,"201506",0,0
"9627",305,"201507",1,1
"9628",305,"201508",0,0
"9629",305,"201509",0,0
"9630",305,"201510",0,0
"9631",305,"201511",1,1
"9632",305,"201512",0,0
"9633",305,"201601",0,0
"9634",305,"201602",0,0
"9635",305,"201603",0,0
"9636",305,"201604",1,1
"9637",305,"201605",0,0
"9638",305,"201606",1,1
"9639",305,"201607",0,0
"9640",305,"201608",1,1
"9641",306,"201401",0,0
"9642",306,"201402",0,0
"9643",306,"201403",0,0
"9644",306,"201404",0,0
"9645",306,"201405",0,0
"9646",306,"201406",0,0
"9647",306,"201407",1,1
"9648",306,"201408",0,0
"9649",306,"201409",0,0
"9650",306,"201410",0,0
"9651",306,"201411",0,0
"9652",306,"201412",0,0
"9653",306,"201501",0,0
"9654",306,"201502",0,0
"9655",306,"201503",0,0
"9656",306,"201504",0,0
"9657",306,"201505",0,0
"9658",306,"201506",1,1
"9659",306,"201507",0,0
"9660",306,"201508",0,0
"9661",306,"201509",0,0
"9662",306,"201510",0,0
"9663",306,"201511",0,0
"9664",306,"201512",0,0
"9665",306,"201601",0,0
"9666",306,"201602",0,0
"9667",306,"201603",0,0
"9668",306,"201604",0,0
"9669",306,"201605",0,0
"9670",306,"201606",0,0
"9671",306,"201607",0,0
"9672",306,"201608",0,0
"9673",307,"201401",0,0
"9674",307,"201402",0,0
"9675",307,"201403",0,0
"9676",307,"201404",0,0
"9677",307,"201405",0,0
"9678",307,"201406",0,0
"9679",307,"201407",0,0
"9680",307,"201408",0,0
"9681",307,"201409",0,0
"9682",307,"201410",0,0
"9683",307,"201411",0,0
"9684",307,"201412",0,0
"9685",307,"201501",0,0
"9686",307,"201502",0,0
"9687",307,"201503",0,0
"9688",307,"201504",0,0
"9689",307,"201505",0,0
"9690",307,"201506",0,0
"9691",307,"201507",0,0
"9692",307,"201508",0,0
"9693",307,"201509",0,0
"9694",307,"201510",0,0
"9695",307,"201511",0,0
"9696",307,"201512",0,0
"9697",307,"201601",0,0
"9698",307,"201602",0,0
"9699",307,"201603",0,0
"9700",307,"201604",0,0
"9701",307,"201605",0,0
"9702",307,"201606",0,0
"9703",307,"201607",0,0
"9704",307,"201608",0,0
"9705",308,"201401",1,1
"9706",308,"201402",0,0
"9707",308,"201403",0,0
"9708",308,"201404",0,0
"9709",308,"201405",0,0
"9710",308,"201406",0,0
"9711",308,"201407",0,0
"9712",308,"201408",0,0
"9713",308,"201409",0,0
"9714",308,"201410",0,0
"9715",308,"201411",0,0
"9716",308,"201412",0,0
"9717",308,"201501",1,1
"9718",308,"201502",0,0
"9719",308,"201503",0,0
"9720",308,"201504",0,0
"9721",308,"201505",0,0
"9722",308,"201506",0,0
"9723",308,"201507",0,0
"9724",308,"201508",0,0
"9725",308,"201509",0,0
"9726",308,"201510",0,0
"9727",308,"201511",0,0
"9728",308,"201512",0,0
"9729",308,"201601",1,1
"9730",308,"201602",0,0
"9731",308,"201603",0,0
"9732",308,"201604",0,0
"9733",308,"201605",0,0
"9734",308,"201606",0,0
"9735",308,"201607",0,0
"9736",308,"201608",0,0
"9737",309,"201401",0,0
"9738",309,"201402",0,0
"9739",309,"201403",0,0
"9740",309,"201404",0,0
"9741",309,"201405",0,0
"9742",309,"201406",0,0
"9743",309,"201407",0,0
"9744",309,"201408",0,0
"9745",309,"201409",0,0
"9746",309,"201410",0,0
"9747",309,"201411",0,0
"9748",309,"201412",0,0
"9749",309,"201501",0,0
"9750",309,"201502",0,0
"9751",309,"201503",0,0
"9752",309,"201504",0,0
"9753",309,"201505",0,0
"9754",309,"201506",0,0
"9755",309,"201507",0,0
"9756",309,"201508",0,0
"9757",309,"201509",0,0
"9758",309,"201510",0,0
"9759",309,"201511",1,1
"9760",309,"201512",0,0
"9761",309,"201601",1,1
"9762",309,"201602",1,1
"9763",309,"201603",1,1
"9764",309,"201604",0,0
"9765",309,"201605",0,0
"9766",309,"201606",0,0
"9767",309,"201607",0,0
"9768",309,"201608",0,0
"9769",310,"201401",1,1
"9770",310,"201402",1,2
"9771",310,"201403",0,0
"9772",310,"201404",0,0
"9773",310,"201405",0,0
"9774",310,"201406",0,0
"9775",310,"201407",0,0
"9776",310,"201408",0,0
"9777",310,"201409",0,0
"9778",310,"201410",0,0
"9779",310,"201411",0,0
"9780",310,"201412",0,0
"9781",310,"201501",0,0
"9782",310,"201502",0,0
"9783",310,"201503",0,0
"9784",310,"201504",0,0
"9785",310,"201505",0,0
"9786",310,"201506",0,0
"9787",310,"201507",0,0
"9788",310,"201508",0,0
"9789",310,"201509",1,1
"9790",310,"201510",0,0
"9791",310,"201511",0,0
"9792",310,"201512",0,0
"9793",310,"201601",0,0
"9794",310,"201602",0,0
"9795",310,"201603",0,0
"9796",310,"201604",0,0
"9797",310,"201605",0,0
"9798",310,"201606",0,0
"9799",310,"201607",0,0
"9800",310,"201608",0,0
"9801",311,"201401",1,1
"9802",311,"201402",1,1
"9803",311,"201403",0,0
"9804",311,"201404",0,0
"9805",311,"201405",1,3
"9806",311,"201406",1,1
"9807",311,"201407",0,0
"9808",311,"201408",0,0
"9809",311,"201409",1,1
"9810",311,"201410",0,0
"9811",311,"201411",0,0
"9812",311,"201412",0,0
"9813",311,"201501",0,0
"9814",311,"201502",0,0
"9815",311,"201503",0,0
"9816",311,"201504",0,0
"9817",311,"201505",1,1
"9818",311,"201506",0,0
"9819",311,"201507",0,0
"9820",311,"201508",0,0
"9821",311,"201509",0,0
"9822",311,"201510",0,0
"9823",311,"201511",1,1
"9824",311,"201512",0,0
"9825",311,"201601",1,1
"9826",311,"201602",0,0
"9827",311,"201603",0,0
"9828",311,"201604",1,1
"9829",311,"201605",1,1
"9830",311,"201606",0,0
"9831",311,"201607",0,0
"9832",311,"201608",0,0
"9833",312,"201401",0,0
"9834",312,"201402",0,0
"9835",312,"201403",0,0
"9836",312,"201404",0,0
"9837",312,"201405",0,0
"9838",312,"201406",0,0
"9839",312,"201407",0,0
"9840",312,"201408",0,0
"9841",312,"201409",0,0
"9842",312,"201410",0,0
"9843",312,"201411",0,0
"9844",312,"201412",0,0
"9845",312,"201501",0,0
"9846",312,"201502",0,0
"9847",312,"201503",0,0
"9848",312,"201504",0,0
"9849",312,"201505",0,0
"9850",312,"201506",0,0
"9851",312,"201507",0,0
"9852",312,"201508",0,0
"9853",312,"201509",0,0
"9854",312,"201510",0,0
"9855",312,"201511",0,0
"9856",312,"201512",0,0
"9857",312,"201601",0,0
"9858",312,"201602",1,1
"9859",312,"201603",0,0
"9860",312,"201604",0,0
"9861",312,"201605",0,0
"9862",312,"201606",0,0
"9863",312,"201607",0,0
"9864",312,"201608",0,0
"9865",313,"201401",0,0
"9866",313,"201402",0,0
"9867",313,"201403",0,0
"9868",313,"201404",1,4
"9869",313,"201405",1,3
"9870",313,"201406",0,0
"9871",313,"201407",0,0
"9872",313,"201408",0,0
"9873",313,"201409",0,0
"9874",313,"201410",0,0
"9875",313,"201411",0,0
"9876",313,"201412",0,0
"9877",313,"201501",0,0
"9878",313,"201502",0,0
"9879",313,"201503",1,2
"9880",313,"201504",0,0
"9881",313,"201505",0,0
"9882",313,"201506",0,0
"9883",313,"201507",0,0
"9884",313,"201508",0,0
"9885",313,"201509",0,0
"9886",313,"201510",0,0
"9887",313,"201511",0,0
"9888",313,"201512",0,0
"9889",313,"201601",0,0
"9890",313,"201602",0,0
"9891",313,"201603",0,0
"9892",313,"201604",0,0
"9893",313,"201605",1,1
"9894",313,"201606",0,0
"9895",313,"201607",0,0
"9896",313,"201608",0,0
"9897",314,"201401",0,0
"9898",314,"201402",0,0
"9899",314,"201403",0,0
"9900",314,"201404",0,0
"9901",314,"201405",0,0
"9902",314,"201406",0,0
"9903",314,"201407",0,0
"9904",314,"201408",0,0
"9905",314,"201409",0,0
"9906",314,"201410",0,0
"9907",314,"201411",0,0
"9908",314,"201412",0,0
"9909",314,"201501",0,0
"9910",314,"201502",0,0
"9911",314,"201503",0,0
"9912",314,"201504",0,0
"9913",314,"201505",0,0
"9914",314,"201506",0,0
"9915",314,"201507",0,0
"9916",314,"201508",0,0
"9917",314,"201509",0,0
"9918",314,"201510",0,0
"9919",314,"201511",0,0
"9920",314,"201512",0,0
"9921",314,"201601",0,0
"9922",314,"201602",0,0
"9923",314,"201603",0,0
"9924",314,"201604",0,0
"9925",314,"201605",0,0
"9926",314,"201606",0,0
"9927",314,"201607",0,0
"9928",314,"201608",0,0
"9929",315,"201401",0,0
"9930",315,"201402",0,0
"9931",315,"201403",0,0
"9932",315,"201404",0,0
"9933",315,"201405",0,0
"9934",315,"201406",0,0
"9935",315,"201407",0,0
"9936",315,"201408",0,0
"9937",315,"201409",0,0
"9938",315,"201410",0,0
"9939",315,"201411",0,0
"9940",315,"201412",0,0
"9941",315,"201501",0,0
"9942",315,"201502",0,0
"9943",315,"201503",0,0
"9944",315,"201504",0,0
"9945",315,"201505",0,0
"9946",315,"201506",0,0
"9947",315,"201510",0,0
"9948",315,"201603",0,0
"9949",315,"201604",0,0
"9950",316,"201401",0,0
"9951",316,"201402",0,0
"9952",316,"201403",0,0
"9953",316,"201404",0,0
"9954",316,"201405",0,0
"9955",316,"201406",0,0
"9956",316,"201407",0,0
"9957",316,"201408",0,0
"9958",316,"201409",0,0
"9959",316,"201410",0,0
"9960",316,"201411",0,0
"9961",316,"201412",0,0
"9962",316,"201501",0,0
"9963",316,"201502",0,0
"9964",316,"201503",0,0
"9965",316,"201504",0,0
"9966",316,"201505",0,0
"9967",316,"201506",0,0
"9968",316,"201507",0,0
"9969",316,"201508",0,0
"9970",316,"201509",0,0
"9971",316,"201510",0,0
"9972",316,"201511",1,1
"9973",316,"201512",0,0
"9974",316,"201601",0,0
"9975",316,"201602",0,0
"9976",316,"201603",0,0
"9977",316,"201604",0,0
"9978",316,"201605",0,0
"9979",316,"201606",0,0
"9980",316,"201607",0,0
"9981",316,"201608",0,0
"9982",317,"201401",0,0
"9983",317,"201402",0,0
"9984",317,"201403",0,0
"9985",317,"201404",0,0
"9986",317,"201405",0,0
"9987",317,"201406",0,0
"9988",317,"201407",0,0
"9989",317,"201408",0,0
"9990",317,"201409",0,0
"9991",317,"201410",0,0
"9992",317,"201411",0,0
"9993",317,"201412",0,0
"9994",317,"201501",0,0
"9995",317,"201502",0,0
"9996",317,"201503",0,0
"9997",317,"201504",0,0
"9998",317,"201505",0,0
"9999",317,"201506",0,0
"10000",317,"201507",0,0
"10001",317,"201508",0,0
"10002",317,"201509",0,0
"10003",317,"201510",0,0
"10004",317,"201511",0,0
"10005",317,"201512",0,0
"10006",317,"201601",0,0
"10007",317,"201602",0,0
"10008",317,"201603",0,0
"10009",317,"201604",0,0
"10010",317,"201605",0,0
"10011",317,"201606",0,0
"10012",317,"201607",0,0
"10013",317,"201608",0,0
"10014",318,"201401",0,0
"10015",318,"201402",0,0
"10016",318,"201403",0,0
"10017",318,"201404",1,1
"10018",318,"201405",0,0
"10019",318,"201406",0,0
"10020",318,"201407",0,0
"10021",318,"201408",0,0
"10022",318,"201409",0,0
"10023",318,"201410",0,0
"10024",318,"201411",0,0
"10025",318,"201412",0,0
"10026",318,"201501",0,0
"10027",318,"201502",1,1
"10028",318,"201503",0,0
"10029",318,"201504",0,0
"10030",318,"201505",0,0
"10031",318,"201506",1,1
"10032",318,"201507",0,0
"10033",318,"201508",0,0
"10034",318,"201509",0,0
"10035",318,"201510",0,0
"10036",318,"201511",0,0
"10037",318,"201512",0,0
"10038",318,"201601",0,0
"10039",318,"201602",0,0
"10040",318,"201603",0,0
"10041",318,"201604",0,0
"10042",318,"201605",0,0
"10043",318,"201606",0,0
"10044",318,"201607",0,0
"10045",318,"201608",0,0
"10046",319,"201401",0,0
"10047",319,"201402",0,0
"10048",319,"201403",0,0
"10049",319,"201404",0,0
"10050",319,"201405",0,0
"10051",319,"201406",0,0
"10052",319,"201407",0,0
"10053",319,"201408",0,0
"10054",319,"201409",0,0
"10055",319,"201410",0,0
"10056",319,"201411",0,0
"10057",319,"201412",0,0
"10058",319,"201501",0,0
"10059",319,"201502",0,0
"10060",319,"201503",0,0
"10061",319,"201504",0,0
"10062",319,"201505",0,0
"10063",319,"201506",0,0
"10064",319,"201507",0,0
"10065",319,"201508",0,0
"10066",319,"201509",0,0
"10067",319,"201510",0,0
"10068",319,"201511",0,0
"10069",319,"201512",1,1
"10070",319,"201601",0,0
"10071",319,"201602",0,0
"10072",319,"201603",0,0
"10073",319,"201604",0,0
"10074",319,"201605",0,0
"10075",319,"201606",0,0
"10076",319,"201607",0,0
"10077",319,"201608",0,0
"10078",320,"201401",0,0
"10079",320,"201402",0,0
"10080",320,"201403",0,0
"10081",320,"201404",0,0
"10082",320,"201405",0,0
"10083",320,"201406",0,0
"10084",320,"201407",0,0
"10085",320,"201408",0,0
"10086",320,"201409",0,0
"10087",320,"201410",0,0
"10088",320,"201411",0,0
"10089",320,"201412",0,0
"10090",320,"201501",0,0
"10091",320,"201502",0,0
"10092",320,"201503",0,0
"10093",320,"201504",0,0
"10094",320,"201505",0,0
"10095",320,"201506",0,0
"10096",320,"201507",0,0
"10097",320,"201508",1,1
"10098",320,"201509",0,0
"10099",320,"201510",0,0
"10100",320,"201511",0,0
"10101",320,"201512",0,0
"10102",320,"201601",0,0
"10103",320,"201602",0,0
"10104",320,"201603",0,0
"10105",320,"201604",0,0
"10106",320,"201605",0,0
"10107",320,"201606",0,0
"10108",320,"201607",0,0
"10109",320,"201608",0,0
"10110",321,"201401",0,0
"10111",321,"201402",0,0
"10112",321,"201403",0,0
"10113",321,"201404",0,0
"10114",321,"201405",0,0
"10115",321,"201406",0,0
"10116",321,"201407",0,0
"10117",321,"201408",0,0
"10118",321,"201409",0,0
"10119",321,"201410",0,0
"10120",321,"201411",0,0
"10121",321,"201412",1,1
"10122",321,"201501",0,0
"10123",321,"201502",0,0
"10124",321,"201503",0,0
"10125",321,"201504",0,0
"10126",321,"201505",0,0
"10127",321,"201506",0,0
"10128",321,"201507",0,0
"10129",321,"201508",0,0
"10130",321,"201509",0,0
"10131",321,"201510",0,0
"10132",321,"201511",0,0
"10133",321,"201512",0,0
"10134",321,"201601",0,0
"10135",321,"201602",0,0
"10136",321,"201603",1,1
"10137",321,"201604",0,0
"10138",321,"201605",0,0
"10139",321,"201606",0,0
"10140",321,"201607",0,0
"10141",321,"201608",0,0
"10142",322,"201401",0,0
"10143",322,"201402",0,0
"10144",322,"201403",0,0
"10145",322,"201404",0,0
"10146",322,"201405",0,0
"10147",322,"201406",0,0
"10148",322,"201407",0,0
"10149",322,"201408",0,0
"10150",322,"201409",0,0
"10151",322,"201410",0,0
"10152",322,"201411",0,0
"10153",322,"201412",0,0
"10154",322,"201501",0,0
"10155",322,"201502",0,0
"10156",322,"201503",0,0
"10157",322,"201504",0,0
"10158",322,"201505",0,0
"10159",322,"201506",0,0
"10160",322,"201507",0,0
"10161",322,"201508",0,0
"10162",322,"201509",0,0
"10163",322,"201510",0,0
"10164",322,"201511",0,0
"10165",322,"201512",0,0
"10166",322,"201601",0,0
"10167",322,"201602",0,0
"10168",322,"201603",0,0
"10169",322,"201604",0,0
"10170",322,"201605",0,0
"10171",322,"201606",0,0
"10172",322,"201607",0,0
"10173",322,"201608",0,0
"10174",323,"201401",0,0
"10175",323,"201402",0,0
"10176",323,"201403",0,0
"10177",323,"201404",0,0
"10178",323,"201405",0,0
"10179",323,"201406",0,0
"10180",323,"201407",0,0
"10181",323,"201408",0,0
"10182",323,"201409",0,0
"10183",323,"201410",0,0
"10184",323,"201411",0,0
"10185",323,"201412",0,0
"10186",323,"201501",1,1
"10187",323,"201502",0,0
"10188",323,"201503",0,0
"10189",323,"201504",0,0
"10190",323,"201505",0,0
"10191",323,"201506",0,0
"10192",323,"201507",0,0
"10193",323,"201508",1,1
"10194",323,"201509",0,0
"10195",323,"201510",0,0
"10196",323,"201511",0,0
"10197",323,"201512",0,0
"10198",323,"201601",1,1
"10199",323,"201602",0,0
"10200",323,"201603",0,0
"10201",323,"201604",0,0
"10202",323,"201605",0,0
"10203",323,"201606",0,0
"10204",323,"201607",0,0
"10205",323,"201608",0,0
"10206",324,"201401",0,0
"10207",324,"201402",0,0
"10208",324,"201403",0,0
"10209",324,"201404",0,0
"10210",324,"201405",0,0
"10211",324,"201406",0,0
"10212",324,"201407",0,0
"10213",324,"201408",0,0
"10214",324,"201409",0,0
"10215",324,"201410",0,0
"10216",324,"201411",0,0
"10217",324,"201412",0,0
"10218",324,"201501",0,0
"10219",324,"201502",0,0
"10220",324,"201503",0,0
"10221",324,"201504",0,0
"10222",324,"201505",0,0
"10223",324,"201506",0,0
"10224",324,"201507",0,0
"10225",324,"201508",0,0
"10226",324,"201509",0,0
"10227",324,"201510",0,0
"10228",324,"201511",0,0
"10229",324,"201512",0,0
"10230",324,"201601",0,0
"10231",324,"201602",0,0
"10232",324,"201603",0,0
"10233",324,"201604",0,0
"10234",324,"201605",0,0
"10235",324,"201606",0,0
"10236",324,"201607",0,0
"10237",324,"201608",0,0
"10238",325,"201401",0,0
"10239",325,"201402",0,0
"10240",325,"201403",0,0
"10241",325,"201404",0,0
"10242",325,"201405",0,0
"10243",325,"201406",0,0
"10244",325,"201407",0,0
"10245",325,"201408",0,0
"10246",325,"201409",0,0
"10247",325,"201410",1,1
"10248",325,"201411",0,0
"10249",325,"201412",0,0
"10250",325,"201501",0,0
"10251",325,"201502",0,0
"10252",325,"201503",1,2
"10253",325,"201504",0,0
"10254",325,"201505",0,0
"10255",325,"201506",0,0
"10256",325,"201507",0,0
"10257",325,"201508",0,0
"10258",325,"201509",0,0
"10259",325,"201510",0,0
"10260",325,"201511",0,0
"10261",325,"201512",0,0
"10262",325,"201601",0,0
"10263",325,"201602",0,0
"10264",325,"201603",0,0
"10265",325,"201604",0,0
"10266",325,"201605",0,0
"10267",325,"201606",1,1
"10268",325,"201607",0,0
"10269",325,"201608",0,0
"10270",326,"201401",0,0
"10271",326,"201402",0,0
"10272",326,"201403",0,0
"10273",326,"201404",0,0
"10274",326,"201405",0,0
"10275",326,"201406",0,0
"10276",326,"201407",0,0
"10277",326,"201408",0,0
"10278",326,"201409",0,0
"10279",326,"201410",0,0
"10280",326,"201411",0,0
"10281",326,"201412",0,0
"10282",326,"201501",0,0
"10283",326,"201502",0,0
"10284",326,"201503",0,0
"10285",326,"201504",0,0
"10286",326,"201505",0,0
"10287",326,"201506",0,0
"10288",326,"201507",0,0
"10289",326,"201508",0,0
"10290",326,"201509",0,0
"10291",326,"201510",0,0
"10292",326,"201511",0,0
"10293",326,"201512",0,0
"10294",326,"201601",0,0
"10295",326,"201602",0,0
"10296",326,"201603",0,0
"10297",326,"201604",0,0
"10298",326,"201605",0,0
"10299",326,"201606",0,0
"10300",326,"201607",0,0
"10301",326,"201608",0,0
"10302",327,"201401",0,0
"10303",327,"201402",0,0
"10304",327,"201403",0,0
"10305",327,"201404",1,3
"10306",327,"201405",0,0
"10307",327,"201406",0,0
"10308",327,"201407",0,0
"10309",327,"201408",0,0
"10310",327,"201409",0,0
"10311",327,"201410",0,0
"10312",327,"201411",0,0
"10313",327,"201412",0,0
"10314",327,"201501",0,0
"10315",327,"201502",0,0
"10316",327,"201503",0,0
"10317",327,"201504",0,0
"10318",327,"201505",0,0
"10319",327,"201506",0,0
"10320",327,"201507",0,0
"10321",327,"201508",0,0
"10322",327,"201509",0,0
"10323",327,"201510",0,0
"10324",327,"201511",0,0
"10325",327,"201512",0,0
"10326",327,"201601",0,0
"10327",327,"201602",0,0
"10328",327,"201603",0,0
"10329",327,"201605",0,0
"10330",327,"201606",0,0
"10331",327,"201607",0,0
"10332",327,"201608",0,0
"10333",328,"201401",0,0
"10334",328,"201402",0,0
"10335",328,"201403",0,0
"10336",328,"201404",0,0
"10337",328,"201405",0,0
"10338",328,"201406",0,0
"10339",328,"201407",0,0
"10340",328,"201408",0,0
"10341",328,"201409",0,0
"10342",328,"201410",0,0
"10343",328,"201411",0,0
"10344",328,"201412",0,0
"10345",328,"201501",0,0
"10346",328,"201502",0,0
"10347",328,"201503",0,0
"10348",328,"201504",0,0
"10349",328,"201505",0,0
"10350",328,"201506",0,0
"10351",328,"201507",0,0
"10352",328,"201508",0,0
"10353",328,"201509",0,0
"10354",328,"201510",0,0
"10355",328,"201511",0,0
"10356",328,"201512",0,0
"10357",328,"201601",0,0
"10358",328,"201602",0,0
"10359",328,"201603",0,0
"10360",328,"201604",0,0
"10361",328,"201605",0,0
"10362",328,"201606",0,0
"10363",328,"201607",0,0
"10364",328,"201608",0,0
"10365",329,"201401",0,0
"10366",329,"201402",0,0
"10367",329,"201403",1,1
"10368",329,"201404",0,0
"10369",329,"201405",1,1
"10370",329,"201406",0,0
"10371",329,"201407",1,1
"10372",329,"201408",0,0
"10373",329,"201409",0,0
